"time","name","ref","table","plant","type","species","category","comment","deleted"
"2023-03-30 09:05:42","Katja","r0","Tisch 6","E5","Schädling","Blattläuse","1 - 2","Gemüseeule",0
"2023-03-30 09:05:45","Katja","r0","Tisch 6","F4","Schädling","Blattläuse","1 - 2","Gemüseeule",0
"2023-03-30 09:05:45","Katja","r0","Tisch 6","H3","Schädling","Blattläuse","1 - 2","Gemüseeule",0
"2023-03-30 09:05:56","Katja","r0","Tisch 6","H1","Schädling","Blattläuse","1 - 2","Gemüseeule",0
"2023-03-30 09:05:57","Katja","r0","Tisch 7","F6","Schädling","Blattläuse","1 - 2","Gemüseeule",0
"2023-03-30 09:13:09","Katja","r0","Tisch 9","A2","Schädling","Thrips","1 - 2","1 Blatt befallen",0
"2023-03-30 09:13:24","Katja","r0","Tisch 9","D3","Schädling","Thrips","1 - 2","1 Blatt befallen",0
"2023-03-30 09:13:46","Katja","r0","Tisch 9","C4","Schädling","Thrips","1 - 2","2 Blätter befallen",0
"2023-03-30 09:13:54","Katja","r0","Tisch 9","B6","Schädling","Thrips","1 - 2","3 Blätter befallen",0
"2023-03-30 09:13:54","Katja","r0","Tisch 9","G7","Schädling","Thrips","1 - 2","3 Blätter befallen",0
"2023-03-30 09:14:00","Katja","r0","Tisch 9","G7","Schädling","Thrips","1 - 2","3 Blätter befallen",0
"2023-03-30 09:14:17","Katja","r0","Tisch 9","E5","Schädling","Thrips","0","",0
"2023-03-30 09:14:28","Katja","r0","Tisch 9","H6","Schädling","Thrips","1 - 2","1 Blatt befallen",0
"2023-03-30 09:15:18","Katja","r0","Tisch 9","F1","Schädling","Blattläuse","1 - 2","1 Gemüseeule und 1 Blattlaus",0
"2023-04-03 12:38:49","Julian","r2","Tisch 8","E1","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:38:47","Julian","r2","Tisch 8","F4","Schädling","Spannerraupe","0","",0
"2023-04-03 12:38:07","Julian","r2","Tisch 8","D5","Schädling","Spannerraupe","0","",0
"2023-04-03 12:38:01","Julian","r2","Tisch 7","G1","Schädling","Spannerraupe","0","",0
"2023-04-03 12:37:44","Julian","r2","Tisch 7","H2","Schädling","Spannerraupe","0","",0
"2023-04-03 12:37:23","Julian","r2","Tisch 7","E4","Schädling","Spannerraupe","0","",0
"2023-04-03 12:37:19","Julian","r2","Tisch 7","I4","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:36:24","Julian","r2","Tisch 7","F6","Schädling","Spannerraupe","0","",0
"2023-04-03 12:36:17","Julian","r2","Tisch 6","H1","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:35:48","Julian","r2","Tisch 6","H3","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:35:45","Julian","r2","Tisch 6","F4","Schädling","Spannerraupe","0","",0
"2023-04-03 12:34:53","Julian","r2","Tisch 6","E5","Schädling","Spannerraupe","0","",0
"2023-04-03 12:34:44","Julian","r2","Tisch 6","G9","Schädling","Spannerraupe","0","",0
"2023-04-03 12:34:24","Julian","r0","Tisch 5","G1","Schädling","Blattläuse","1 - 2","",0
"2023-04-03 12:34:08","Julian","r2","Tisch 5","G1","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:33:22","Julian","r2","Tisch 5","H4","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:33:22","Julian","r2","Tisch 5","I3","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:32:11","Julian","r2","Tisch 5","F6","Schädling","Spannerraupe","0","",0
"2023-04-03 12:32:02","Julian","r2","Tisch 5","B6","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:31:35","Julian","r2","Tisch 5","E5","Schädling","Spannerraupe","0","",0
"2023-04-03 12:31:10","Julian","r2","Tisch 5","A4","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:30:41","Julian","r2","Tisch 5","D3","Schädling","Spannerraupe","0","",0
"2023-04-03 12:30:27","Julian","r2","Tisch 5","C2","Schädling","Spannerraupe","1 - 2","",0
"2023-04-03 12:29:58","Julian","r2","Tisch 6","B8","Schädling","Spannerraupe","0","",0
"2023-04-03 12:29:50","Julian","r2","Tisch 6","A7","Schädling","Spannerraupe","0","",0
"2023-04-03 12:29:11","Julian","r2","Tisch 6","C6","Schädling","Spannerraupe","0","",0
"2023-04-03 12:29:05","Julian","r2","Tisch 6","D2","Schädling","Spannerraupe","0","",0
"2023-04-03 12:29:03","Julian","r2","Tisch 7","C6","Schädling","Spannerraupe","0","",0
"2023-04-03 12:28:34","Julian","r2","Tisch 7","B5","Schädling","Spannerraupe","0","",0
"2023-04-03 12:28:05","Julian","r2","Tisch 7","A3","Schädling","Spannerraupe","0","",0
"2023-04-03 12:27:29","Julian","r2","Tisch 7","D1","Schädling","Spannerraupe","0","",0
"2023-04-03 12:27:08","Julian","r2","Tisch 8","A5","Schädling","Spannerraupe","0","",0
"2023-04-03 12:26:27","Julian","r2","Tisch 8","B3","Schädling","Spannerraupe","0","",0
"2023-04-03 12:26:14","Julian","r2","Tisch 8","C2","Schädling","Spannerraupe","0","",0
"2023-04-03 12:24:33","Julian","r1","Tisch 2","E2","Schädling","Blattläuse","1 - 2","",0
"2023-04-03 12:24:00","Julian","r1","Tisch 2","G3","Schädling","Blattläuse","3 - 5","",0
"2023-04-03 12:23:25","Julian","r1","Tisch 2","F6","Schädling","Blattläuse","3 - 5","",0
"2023-04-03 12:23:13","Julian","r1","Tisch 2","H8","Schädling","Blattläuse","0","",0
"2023-04-03 12:22:44","Julian","r1","Tisch 2","C9","Schädling","Blattläuse","1 - 2","",0
"2023-04-03 12:22:22","Julian","r1","Tisch 2","D7","Schädling","Blattläuse","0","",0
"2023-04-03 12:21:52","Julian","r1","Tisch 2","A5","Schädling","Blattläuse","11 - 20","",0
"2023-04-03 12:21:02","Julian","r1","Tisch 2","A2","Schädling","Blattläuse","1 - 2","",0
"2023-04-03 12:20:08","Julian","r1","Tisch 2","B1","Schädling","Blattläuse","0","",0
"2023-04-06 11:37:07","Katja","r3","Tisch 9","A2","Schädling","Trips","bis 25","",0
"2023-04-06 11:37:22","Katja","r3","Tisch 9","B6","Schädling","Trips","bis 25","",0
"2023-04-06 11:37:38","Katja","r3","Tisch 9","C4","Schädling","Trips","bis 25","",0
"2023-04-06 11:37:58","Katja","r3","Tisch 9","E5","Schädling","Trips","0","",0
"2023-04-06 11:38:14","Katja","r3","Tisch 9","G7","Schädling","Trips","bis 25","",0
"2023-04-06 11:38:50","Katja","r3","Tisch 9","D3","Schädling","Trips","0","",0
"2023-04-06 11:39:08","Katja","r3","Tisch 9","H6","Schädling","Trips","bis 25","",0
"2023-04-06 11:39:27","Katja","r3","Tisch 9","F1","Schädling","Trips","bis 25","",0
"2023-04-06 11:41:53","Katja","r2","Tisch 8","C2","Schädling","Spannerraupe","0","",0
"2023-04-06 11:41:55","Katja","r2","Tisch 8","B3","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:03","Katja","r2","Tisch 8","A5","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:05","Katja","r2","Tisch 7","D1","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:10","Katja","r2","Tisch 7","A3","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:14","Katja","r2","Tisch 7","B5","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:20","Katja","r2","Tisch 7","C6","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:34","Katja","r2","Tisch 6","D2","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:41","Katja","r2","Tisch 6","C6","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:51","Katja","r2","Tisch 6","A7","Schädling","Spannerraupe","0","",0
"2023-04-06 11:42:53","Katja","r2","Tisch 6","B8","Schädling","Spannerraupe","0","",0
"2023-04-06 11:43:12","Katja","r2","Tisch 5","C2","Schädling","Spannerraupe","1 - 2","",0
"2023-04-06 11:43:19","Katja","r2","Tisch 5","D3","Schädling","Spannerraupe","0","",0
"2023-04-06 11:43:31","Katja","r2","Tisch 5","A4","Schädling","Spannerraupe","0","",0
"2023-04-06 11:44:04","Katja","r2","Tisch 5","B6","Schädling","Spannerraupe","1 - 2","",0
"2023-04-06 11:44:08","Katja","r2","Tisch 5","E5","Schädling","Spannerraupe","0","",0
"2023-04-06 11:44:32","Katja","r2","Tisch 5","H4","Schädling","Spannerraupe","0","",0
"2023-04-06 11:45:34","Katja","r2","Tisch 5","I3","Schädling","Spannerraupe","0","",0
"2023-04-06 11:45:35","Katja","r2","Tisch 5","G1","Schädling","Spannerraupe","0","",0
"2023-04-06 11:45:41","Katja","r2","Tisch 6","G9","Schädling","Spannerraupe","0","",0
"2023-04-06 11:45:56","Katja","r2","Tisch 6","E5","Schädling","Spannerraupe","1 - 2","",0
"2023-04-06 11:46:38","Katja","r2","Tisch 6","H3","Schädling","Spannerraupe","0","",0
"2023-04-06 11:46:46","Katja","r2","Tisch 6","F4","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:04","Katja","r2","Tisch 6","H1","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:07","Katja","r2","Tisch 7","F6","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:12","Katja","r2","Tisch 7","E4","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:22","Katja","r2","Tisch 7","I4","Schädling","Spannerraupe","1 - 2","",0
"2023-04-06 11:47:29","Katja","r2","Tisch 7","H2","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:37","Katja","r2","Tisch 7","G1","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:39","Katja","r2","Tisch 8","D5","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:46","Katja","r2","Tisch 8","F4","Schädling","Spannerraupe","0","",0
"2023-04-06 11:47:53","Katja","r2","Tisch 8","E1","Schädling","Spannerraupe","1 - 2","",0
"2023-04-06 11:48:51","Katja","r1","Tisch 2","B1","Schädling","Blattläuse","1 - 2","",0
"2023-04-06 11:49:48","Katja","r1","Tisch 2","A2","Schädling","Blattläuse","0","",0
"2023-04-06 11:50:07","Katja","r1","Tisch 2","A5","Schädling","Blattläuse","6 - 10","",0
"2023-04-06 11:50:36","Katja","r1","Tisch 2","D7","Schädling","Blattläuse","0","",0
"2023-04-06 11:50:37","Katja","r1","Tisch 2","C9","Schädling","Blattläuse","0","",0
"2023-04-06 11:51:02","Katja","r1","Tisch 2","E2","Schädling","Blattläuse","1 - 2","",0
"2023-04-06 11:51:26","Katja","r1","Tisch 2","F6","Schädling","Blattläuse","1 - 2","",0
"2023-04-06 11:52:02","Katja","r1","Tisch 2","G3","Schädling","Blattläuse","0","",0
"2023-04-06 11:52:10","Katja","r1","Tisch 2","H8","Schädling","Blattläuse","0","",0
"2023-04-11 12:32:31","Julian","r3","Tisch 9","A2","Schädling","Trips","bis 25","",0
"2023-04-11 12:32:48","Julian","r3","Tisch 9","D3","Schädling","Trips","0","",0
"2023-04-11 12:33:05","Julian","r3","Tisch 9","C4","Schädling","Trips","bis 25","",0
"2023-04-11 12:33:35","Julian","r3","Tisch 9","B6","Schädling","Trips","bis 25","",0
"2023-04-11 12:33:53","Julian","r3","Tisch 9","G7","Schädling","Trips","bis 50","",0
"2023-04-11 12:34:23","Julian","r3","Tisch 9","H6","Schädling","Trips","bis 50","",0
"2023-04-11 12:34:27","Julian","r3","Tisch 9","E5","Schädling","Trips","0","",0
"2023-04-11 12:34:38","Julian","r3","Tisch 9","F1","Schädling","Trips","bis 50","",0
"2023-04-11 12:35:30","Julian","r2","Tisch 8","C2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:35:46","Julian","r2","Tisch 8","B3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:36:10","Julian","r2","Tisch 8","A5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:36:21","Julian","r2","Tisch 7","D1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:36:39","Julian","r2","Tisch 7","A3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:37:05","Julian","r2","Tisch 7","B5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:37:39","Julian","r2","Tisch 7","C6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:38:11","Julian","r2","Tisch 6","D2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:38:39","Julian","r2","Tisch 6","C6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:39:03","Julian","r2","Tisch 6","A7","Schädling","Spannerraupe","0","",0
"2023-04-11 12:39:32","Julian","r2","Tisch 6","B8","Schädling","Spannerraupe","0","",0
"2023-04-11 12:39:43","Julian","r2","Tisch 5","C2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:09","Julian","r2","Tisch 5","D3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:21","Julian","r2","Tisch 5","A4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:21","Julian","r2","Tisch 5","E5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:22","Julian","r2","Tisch 5","B6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:22","Julian","r2","Tisch 5","F6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:23","Julian","r2","Tisch 5","H4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:23","Julian","r2","Tisch 5","I3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:24","Julian","r2","Tisch 5","G1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:25","Julian","r2","Tisch 6","G9","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:25","Julian","r2","Tisch 6","E5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:26","Julian","r2","Tisch 6","F4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:27","Julian","r2","Tisch 6","H3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:28","Julian","r2","Tisch 6","H1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","F6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","I4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","E4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","H2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:30","Julian","r2","Tisch 7","G1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:30","Julian","r2","Tisch 8","D5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:31","Julian","r2","Tisch 8","F4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:42:46","Julian","r2","Tisch 8","E1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:32:31","Julian","r3","Tisch 9","A2","Schädling","Trips","bis 25","",0
"2023-04-11 12:32:48","Julian","r3","Tisch 9","D3","Schädling","Trips","0","",0
"2023-04-11 12:33:05","Julian","r3","Tisch 9","C4","Schädling","Trips","bis 25","",0
"2023-04-11 12:33:35","Julian","r3","Tisch 9","B6","Schädling","Trips","bis 25","",0
"2023-04-11 12:33:53","Julian","r3","Tisch 9","G7","Schädling","Trips","bis 50","",0
"2023-04-11 12:34:23","Julian","r3","Tisch 9","H6","Schädling","Trips","bis 50","",0
"2023-04-11 12:34:27","Julian","r3","Tisch 9","E5","Schädling","Trips","0","",0
"2023-04-11 12:34:38","Julian","r3","Tisch 9","F1","Schädling","Trips","bis 50","",0
"2023-04-11 12:35:30","Julian","r2","Tisch 8","C2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:35:46","Julian","r2","Tisch 8","B3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:36:10","Julian","r2","Tisch 8","A5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:36:21","Julian","r2","Tisch 7","D1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:36:39","Julian","r2","Tisch 7","A3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:37:05","Julian","r2","Tisch 7","B5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:37:39","Julian","r2","Tisch 7","C6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:38:11","Julian","r2","Tisch 6","D2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:38:39","Julian","r2","Tisch 6","C6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:39:03","Julian","r2","Tisch 6","A7","Schädling","Spannerraupe","0","",0
"2023-04-11 12:39:32","Julian","r2","Tisch 6","B8","Schädling","Spannerraupe","0","",0
"2023-04-11 12:39:43","Julian","r2","Tisch 5","C2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:09","Julian","r2","Tisch 5","D3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:21","Julian","r2","Tisch 5","A4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:21","Julian","r2","Tisch 5","E5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:22","Julian","r2","Tisch 5","B6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:22","Julian","r2","Tisch 5","F6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:23","Julian","r2","Tisch 5","H4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:23","Julian","r2","Tisch 5","I3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:24","Julian","r2","Tisch 5","G1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:25","Julian","r2","Tisch 6","G9","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:25","Julian","r2","Tisch 6","E5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:26","Julian","r2","Tisch 6","F4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:27","Julian","r2","Tisch 6","H3","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:28","Julian","r2","Tisch 6","H1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","F6","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","I4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","E4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:29","Julian","r2","Tisch 7","H2","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:30","Julian","r2","Tisch 7","G1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:30","Julian","r2","Tisch 8","D5","Schädling","Spannerraupe","0","",0
"2023-04-11 12:41:31","Julian","r2","Tisch 8","F4","Schädling","Spannerraupe","0","",0
"2023-04-11 12:42:46","Julian","r2","Tisch 8","E1","Schädling","Spannerraupe","0","",0
"2023-04-11 12:43:35","Julian","r1","Tisch 2","H8","Schädling","Blattläuse","1 - 2","",0
"2023-04-11 12:43:57","Julian","r1","Tisch 2","B1","Schädling","Blattläuse","11 - 20","",0
"2023-04-11 12:44:27","Julian","r1","Tisch 2","F6","Schädling","Blattläuse","0","",0
"2023-04-11 12:44:48","Julian","r1","Tisch 2","A2","Schädling","Blattläuse","21 - 50","",0
"2023-04-11 12:45:08","Julian","r1","Tisch 2","G3","Schädling","Blattläuse","0","",0
"2023-04-11 12:45:39","Julian","r1","Tisch 2","A5","Schädling","Blattläuse","21 - 50","",0
"2023-04-11 12:46:27","Julian","r1","Tisch 2","E2","Schädling","Blattläuse","0","",0
"2023-04-11 12:46:36","Julian","r1","Tisch 2","D7","Schädling","Blattläuse","1 - 2","",0
"2023-04-11 12:47:00","Julian","r1","Tisch 2","C9","Schädling","Blattläuse","11 - 20","",0
"2023-04-13 17:57:10","Chloé","r3","Tisch 9","A2","Schädling","Trips","bis 25","",0
"2023-04-13 17:57:27","Chloé","r3","Tisch 9","D3","Schädling","Trips","0","",0
"2023-04-13 17:57:41","Chloé","r3","Tisch 9","C4","Schädling","Trips","bis 25","",0
"2023-04-13 17:58:04","Chloé","r3","Tisch 9","B6","Schädling","Trips","bis 25","",0
"2023-04-13 17:58:21","Chloé","r3","Tisch 9","G7","Schädling","Trips","bis 25","",0
"2023-04-13 17:58:32","Chloé","r3","Tisch 9","H6","Schädling","Trips","bis 25","",0
"2023-04-13 17:58:42","Chloé","r3","Tisch 9","E5","Schädling","Trips","0","",0
"2023-04-13 17:59:17","Chloé","r3","Tisch 9","F1","Schädling","Trips","bis 25","",0
"2023-04-13 18:01:20","Chloé","r2","Tisch 8","E1","Schädling","Spannerraupe","0","",0
"2023-04-13 18:01:28","Chloé","r2","Tisch 8","F4","Schädling","Spannerraupe","0","",0
"2023-04-13 18:01:35","Chloé","r2","Tisch 8","D5","Schädling","Spannerraupe","0","",0
"2023-04-13 18:01:52","Chloé","r2","Tisch 7","G1","Schädling","Spannerraupe","0","",0
"2023-04-13 18:01:57","Chloé","r2","Tisch 7","H2","Schädling","Spannerraupe","0","",0
"2023-04-13 18:02:07","Chloé","r2","Tisch 7","I4","Schädling","Spannerraupe","0","",0
"2023-04-13 18:02:16","Chloé","r2","Tisch 7","E4","Schädling","Spannerraupe","0","",0
"2023-04-13 18:02:27","Chloé","r2","Tisch 7","F6","Schädling","Spannerraupe","0","",0
"2023-04-13 18:02:38","Chloé","r2","Tisch 6","H1","Schädling","Spannerraupe","0","",0
"2023-04-13 18:02:50","Chloé","r2","Tisch 6","H3","Schädling","Spannerraupe","0","",0
"2023-04-13 18:03:05","Chloé","r2","Tisch 6","F4","Schädling","Spannerraupe","0","",0
"2023-04-13 18:03:13","Chloé","r2","Tisch 6","E5","Schädling","Spannerraupe","0","",0
"2023-04-13 18:03:25","Chloé","r2","Tisch 6","G9","Schädling","Spannerraupe","0","",0
"2023-04-13 18:03:42","Chloé","r2","Tisch 5","G1","Schädling","Spannerraupe","0","",0
"2023-04-13 18:03:52","Chloé","r2","Tisch 5","I3","Schädling","Spannerraupe","0","",0
"2023-04-13 18:04:15","Chloé","r2","Tisch 5","H4","Schädling","Spannerraupe","0","",0
"2023-04-13 18:04:28","Chloé","r2","Tisch 5","F6","Schädling","Spannerraupe","0","",0
"2023-04-13 18:04:52","Chloé","r2","Tisch 5","B6","Schädling","Spannerraupe","0","",0
"2023-04-13 18:05:00","Chloé","r2","Tisch 5","E5","Schädling","Spannerraupe","0","",0
"2023-04-13 18:05:10","Chloé","r2","Tisch 5","D3","Schädling","Spannerraupe","0","",0
"2023-04-13 18:05:23","Chloé","r2","Tisch 5","C2","Schädling","Spannerraupe","0","",0
"2023-04-13 18:05:29","Chloé","r2","Tisch 5","A4","Schädling","Spannerraupe","0","",0
"2023-04-13 18:06:00","Chloé","r2","Tisch 6","B8","Schädling","Spannerraupe","0","",0
"2023-04-13 18:06:08","Chloé","r2","Tisch 6","A7","Schädling","Spannerraupe","0","",0
"2023-04-13 18:06:17","Chloé","r2","Tisch 6","C6","Schädling","Spannerraupe","0","",0
"2023-04-13 18:06:28","Chloé","r2","Tisch 6","D2","Schädling","Spannerraupe","0","",0
"2023-04-13 18:06:35","Chloé","r2","Tisch 7","C6","Schädling","Spannerraupe","0","",0
"2023-04-13 18:06:44","Chloé","r2","Tisch 7","B5","Schädling","Spannerraupe","0","",0
